source,title,description,start_date,end_date,location,register_link,category
UiPath,How Travelport managed risks and maximised compliance through automation,"Travelport began its automation journey in 2018 and Angela Lewis-Hudson, Senior Director, Finance Transformation, will share the benefits achieved to date around maximised compliance and increased employee engagement.",2023-05-03T00:00,,,https://start.uipath.com/Travelport-automation-webinar.html,Webinar
UiPath,Driving Mission Impact with AI & Automation,Watch this webinar to learn how automation and artificial intelligence are transforming the public sector by driving value and achieving mission goals.,2023-04-18,,,https://www.uipath.comresources/automation-webinars/ai-automation-drive-mission-impact-in-public-sector,Webinar
UiPath,Digital Transformation in Manufacturing,"Watch this webinar to learn how Dexcom used AI-powered automation products like Document Understanding and Task Mining to save 175,000 hours and streamline their processes.",2023-04-18,,,https://www.uipath.comresources/automation-webinars/digital-transformation-in-manufacturing,Webinar
UiPath,Reshaping the Future of Work in Finance & Accounting,Finance and Accounting department is an area of business operations that involves a lot of repetitive tasks and manual work. This makes it the perfect candidate for implementing robotic process automation (RPA) and for driving your digital transformation journey faster and stronger.,2023-04-18T00:00,,,https://start.uipath.com/Future-of-Work-Finance-Function.html,Webinar
UiPath,Transforming Insurance Operations,Watch this session to gain insights on how automation is being used in the insurance industry to deliver game-changing results and drive innovation.,2023-04-13,,,https://www.uipath.comresources/automation-webinars/ai-powered-automation-transforms-insurance-operations,Webinar
UiPath,From Document-Driven Processes to Data-Driven Healthcare with AI & Automation,"Watch this webinar to learn how Automation has transformed the healthcare industry, replacing manual processes with intelligent and automated workflows.",2023-04-13,,,https://www.uipath.comresources/automation-webinars/ai-automation-data-driven-healthcare,Webinar
UiPath,The Power of AI-Driven Automation in Financial Services,Watch this recording to gain valuable insights into how AI-powered automation can help your bank become faster and more efficient.,2023-04-12,,,https://www.uipath.comresources/automation-webinars/ai-powered-automation-in-financial-services,Webinar
UiPath,How to Automate Your IT Application Testing,"Testing can be the bottleneck standing between you and getting great software out into the world as fast as you—and your customers—want it. Automated testing can make the difference, transforming your team into robust, high-speed digital testers. ​ Watch the on-demand webinar to learn how automation can help you streamline, simplify, and scale testing. ​",2023-03-20T00:00,,,https://start.uipath.com/Test-Suite-Summit.html,Webinar
UiPath,Insurance Industry Day,"Automation is nothing new to the insurance industry. For example, underwriting has been automated for decades. What's new is how insurers can leverage intelligent automation (IA) to address current issues such as rising inflation and operating costs. All this while making sure that customers’ rising demands are met at competitive prices and the company can attract and develop talented employees.",2023-03-17T00:00,,,https://start.uipath.com/Insurance-Industry-Day,Webinar
UiPath,Manufacturing Industry Day,"During this event, we focused on how automation can help manufacturers streamline client engagement across all channels and to build stronger connections with customers.",2023-03-08T00:00,,,https://start.uipath.com/Manufacturing-Industry-Day.html,Webinar
UiPath,Ensure Quality and Efficiency in SAP Processes with Test Automation,Join this webinar to learn how to leverage UiPath Test Suite capabilities to enhance the benefits of test automation for all your SAP testing needs.,2023-03-07,,,https://www.uipath.comresources/automation-webinars/test-automation-ensures-efficiency-in-sap-processes,Webinar
UiPath,"Automate Everything SAP: Processes, Tests, and Migrations","Join this webinar to learn about The Silicon Partners' 250 pre-built test scripts library for SAP test automation, powered by UiPath's test workflows and RPA capabilities.",2023-02-28,,,https://www.uipath.comresources/automation-webinars/automate-all-sap-processes-tests-migrations,Webinar
UiPath,Driving Continuous Discovery and service automation in insurance,Watch this on-demand webinar to learn how Communications Mining uses AI to understand customer conversations and provide a better customer experience.,2023-02-22,,,https://www.uipath.comresources/automation-webinars/continuous-discovery-service-automation-in-insurance,Webinar
UiPath,Close the gap between analysis and actionability with Process Mining,"Watch this on-demand webinar to learn how process mining increases transparency and visibility, enables process redesign, and tracks throughput times and deadlines",2023-02-22,,,https://www.uipath.comresources/automation-webinars/process-mining-bridges-gap-between-analysis-and-actionability,Webinar
UiPath,Use Task Mining to simplify and accelerate automation discovery,Watch the on-demand webinar to learn how task mining can support your manufacturing organization in optimizing its processes and enhancing productivity,2023-02-22,,,https://www.uipath.comresources/automation-webinars/accelerate-automation-discovery-with-task-mining,Webinar
UiPath,"How automation is transforming the cost, speed and quality of banks IT application testing","With current test automation tools, banks typically automate 20-30% of IT application testing. The rest is executed by 100 or 1000 manual testers, costing up to $30m annually in large banks. There's a solution to this issue. Test Suite from UiPath can extend automation rates up to 80% within testing, reducing cost up to 50%. Test Suite does this by using UiPath automation technology to mimic human actions. Over 2,000 banks use UiPath automation to execute processes end-to-end across all their applications.",2023-02-20T00:00,,,https://start.uipath.com/Test-Suite-Webinar,Webinar
UiPath,Automation: Shaping the Future of Manufacturing,Watch this webinar recording to learn how automation is impacting the manufacturing sector and how to leverage its benefits to future-proof your business.,2023-02-10T00:00,,,https://www.uipath.com/resources/automation-webinars/automation-trends-in-manufacturing,Webinar
UiPath,Transcom lead the way with customer care automation,"Founded in 1995, Swedish-born Transcom provides digitally enhanced customer experience (CX) services to some of the world's most ambitious brands. More than 300 clients globally, including disruptive e-commerce players, category redefining fintechs, and technology legends rely on them for on-, off-, and nearshoring services.",2023-02-08T00:00,,,https://start.uipath.com/coffee_chat_with_Transcom.html,Webinar
UiPath,Manufacturing Summit: Automation is the catalyst for change,Register to learn directly from 10 Fortune 500 thought leaders and automation experts like GE Gas Power and Schneider Electric as they show specific solutions and share lessons learned in their automation journey.,2023-01-30T00:00,,,https://www.uipath.com/events/manufacturing-summit,Webinar
UiPath,Breaking Barriers: Automate & Elevate,"Hear from IDC about the latest InfoBrief, and learn how automation frontrunners across APJ are scaling to tackle business challenges.",2023-01-19,,,https://www.uipath.comresources/automation-webinars/elevate-automation-mindset-in-asia-pacific,Webinar
UiPath,Modernize Your Testing Stack Without Missing a Beat,Watch this on-demand webinar to learn how you can modernize your testing stack and migrate to the next-generation testing tool.,2023-01-19T00:00,,,https://www.uipath.com/resources/automation-webinars/modernize-software-development-toolsets,Webinar
UiPath,Public Sector Summit: Achieve dramatic improvements in government,Learn from government employees how automation is a simple and frictionless way of delivering a better experience to citizens.,2022-12-20T00:00,,,https://www.uipath.com/events/public-sector-summit,Webinar
UiPath,Healthcare and Life Sciences Summit: Automating to Enable the New Community of Care,"Register today to learn from automation leaders at Geisinger, Mercy Health, PSI CRO, Memorial Sloan Kettering, the NHS and more.",2022-12-20T00:00,,,https://www.uipath.com/events/healthcare-summit,Webinar
UiPath,Best of Test,"We've gathered the best of test talks to help you learn how resilient automation can streamline, simplify, and scale your testing—helping you deliver better software experiences, faster and more seamlessly than ever.",2022-12-16T00:00,,,https://www.uipath.com/resources/automation-webinars/best-continuous-testing,Webinar
UiPath,Insurance Summit: Automating with the world's top insurers,"Automating with the world's top insurers. Register today to learn from automation leaders at Prudential, Generali, Forrester, Cigna, Accenture, and more.",2022-12-12T00:00,,,https://www.uipath.com/events/insurance-summit,Webinar
UiPath,IT Leadership Summit: Learn from IT leaders how automation drives enterprise transformation,"Join AI expert and author Pascal Bornet and IT leaders from VMware, dentsu, Acushnet, and more as they explore the next frontier of automation.",2022-12-09T00:00,,,https://www.uipath.com/events/it-leadership-summit,Webinar
UiPath,Banking and Financial Services Summit: Automating with the world's top banks,"Register today to learn from automation leaders at JP Morgan Chase, Wells Fargo, Truist, Pershing, Bain & Co, Cowen, and more.",2022-12-01T00:00,,,https://www.uipath.com/events/banking-and-financial-services-summit,Webinar
UiPath,UiPath Coffee Chat with Fifth Third Bank,Join Ben and Jason to learn how Fifth Third is using UiPath’s automation platform to drive their business and improve the lives of their customers and employees every day.,2022-11-30T00:00,,,https://start.uipath.com/Coffee-Chat-with-Fift-Third-Bank-On-Demand.html,Webinar
UiPath,Enterprise Automation in 2023 and Beyond,"The automation technology market is undergoing a new wave of change as tools are becoming more integrated, easier to access and easier to use. Watch Neil Ward-Dutton, VP, AI and Intelligent Process Automation at IDC, speak about what these changes mean for your organization, and for your enterprise automation strategy.",2022-11-15T00:00,,,https://start.uipath.com/IDC-trends-2023.html,Webinar
UiPath,"Run Productive Tests, Deliver Quality Results",Discover how Sumitomo Mitsui Trust Bank Japan used Test Suite to proactively test and deploy solutions at speed to enable enterprise-wide automation.,2022-11-08T00:00,,,https://www.uipath.com/resources/automation-webinars/sumitomo-mitsui-trust-bank-japan-test-suite-webinar,Webinar
UiPath,How to Transform IT Application Testing and Reduce Costs,"Watch this webinar to discover how UiPath Test Suite can help any bank improve customer experience by delivering speed, quality, and efficiency.",2022-10-16T00:00,,,https://www.uipath.com/resources/automation-webinars/how-to-transform-it-application-testing,Webinar
UiPath,"How to transform IT application testing and reduce costs by 50-80%, improve coverage, speed and agility","Watch this UiPath on-demand webinar and get insights from Chris Booth, NatWest Head of Quality CoE, on how to transform software testing in BFS and reduce costs by 50-80%.",2022-08-23T00:00,,,https://start.uipath.com/UiPath-Transform-IT-Application-Testing-Webinar.html,Webinar
UiPath,Enable Your Team with Data and Insights Through Automation,Learn how automation is enabling businesses to think more broadly about sourcing data and delivering game-changing insights.,2022-08-05,,,https://www.uipath.comresources/automation-webinars/enable-teams-with-data-through-automation,Webinar
UiPath,"UiPath coffee chat with Merck KGaA, Darmstadt, Germany","In this coffee chat, Amar Kamble explains how the Healthcare Business of Merck KGaA uses the UiPath Business Automation Platform to help achieve their company's objectives while delivering world-class products for their customers.",2022-07-21T00:00,,,https://start.uipath.com/UiPath-Coffee-Chat-with-Merck-KGaA.html,Webinar
UiPath,Learn how automation integrations help IT connect disparate systems and streamline data,"Watch this recording to hear how using automation to connect disparate systems and streamline data improves day-to-day work for all teams, including IT.",2022-07-01,,,https://www.uipath.comresources/automation-webinars/tavistock-automation-mindset-with-rpa-and-integrations,Webinar
UiPath,UiPath Coffee Chat with ManpowerGroup,"Join Darren Kozik, Senior VP, Finance North America to see how ManpowerGroup is using the UiPath Platform to drive their business and improve the lives of their customers and employees every day.",2022-06-24T00:00,,,https://start.uipath.com/Coffee-Chat-with-ManpowerGroup-On-Demand.html,Webinar
UiPath,RPA and Software Quality Automation Are Keys to Application and Business Optimization ,"automation plays a key role in streamlining business processes and eliminating the mind-numbing manual tasks that impede productivity. robotic process automation (rpa) has become an essential technology to scale automation and accelerate digital transformation. in this webinar, idc research director melinda ballou explores the software development and testing trends that are leading customers to rethink their automation strategy in a more holistic manner, inclusive of testing and rpa. watch the webinar on-demand to learn from the journeys of two companies, chipotle and cisco, as they leveraged uipath to support both their test and rpa teams with reusable automation libraries to both accelerate release cycles, and dramatically increase automation coverage and rapidly deliver new process automations to the business.",2022-06-13,,,https://www.uipath.comresources/automation-webinars/rpa-software-quality-automation-key-to-business-optimization,Webinar
UiPath,Machine Learning in Key Areas of Insurance,"Watch this on-demand webinar where our Immersion Lab team will show you how you can, fast and easy, use prebuilt models, AI solution templates, and multiple deployment options, even if you’re not a data scientist.",2022-06-07T00:00,,,https://start.uipath.com/UiPath-Machine-Learning-in-Key-Areas-of-Insurance.html,Webinar
UiPath,UiPath Coffee Chat with Belastingdienst - Dutch Tax and Customs Administration,"Watch this 30-minute on-demand webinar to learn about the RPA deployment in Belastingdienst, while Paul ter Beek – ICT Sourcing and Procurement Expert will be interviewed by Asher Lake, an independent automation coach.",2022-05-30T00:00,,,https://start.uipath.com/UiPath-Coffee-Chat-with-Belastingdienst.html,Webinar
UiPath,Tarmac drives citizen development to scale automation,"Join us for this fireside chat where Paula Hughes, Senior Manager of Automation & Insight, will share Tarmac’s automation journey to date.",2022-04-06T00:00,,,https://start.uipath.com/tarmac-fireside-chat.html,Webinar
UiPath,The UiPath AI Summit,"Join thousands of automation professionals to learn about semantic automation, use cases for scaling RPA with AI, and insights to accelerate AI adoption in your company.",2022-03-15T00:00+02:00,,,https://www.uipath.com/events/ai-summit,Webinar
UiPath,UiPath Coffee Chat with KLM Royal Dutch Airline,"Join us for a 30-minute relaxed and friendly discussion between Kid van Ramshorst who leads the Automation Center of Excellence at KLM and Asher Lake, who is now an independent automation coach to numerous companies in the Benelux region but is also Kid’s forerunner at KLM.",2022-03-04T00:00+02:00,,,https://start.uipath.com/wbn-coffee-chat-KLM.html,Webinar
UiPath,UiPath Coffee Chat with Vitesco Technologies,"In this Coffee Chat, Rodrigo Pinto (RPA Platform Owner) provides insights about Vitesco Technologies' automation journey including how they use the UiPath Automation Hub as a central tool to collect, evaluate and realize automation ideas from all over the globe and from every department.",2022-02-08T00:00,,,https://start.uipath.com/UiPath-Coffee-Chat-with-Vitesco-Technologies.html,Webinar
UiPath,UiPath Coffee Chat with Danone,"In this Coffee Chat, Piotr Grządziel (IT & Data Business Systems Senior Manager - DBS Central Europe and Nordics) tells us how Danone is using UiPath’s automation platform to drive their business and improve the lives of their customers every day.",2021-11-17T00:00,,,https://start.uipath.com/coffee-chat-with-danone.html,Webinar
UiPath,End to End Automation: A Game Changer for Improving Workforce Efficiency,"As enterprises seek to automate more of their knowledge work and repetitive processes, they’re looking for new ways to leverage technology to speed and streamline the effort. Traditionally, these challenges have been addressed individually with a variety of different automation strategies, but increasingly businesses are integrating their automation efforts into a single approach that is easier to manage, less costly, and more effective.​",2021-10-28,,,https://start.uipath.com/End-to-End-Automation-A-Game-Changer-for-Improving-Workforce-Efficiency.html,Webinar
UiPath,How Reckitt Successfully Transformed IT Operations with Automation,"Join us and learn how 80+ robots are delivering tangible outcomes, such as 20% cost savings in IT Operations, 10,000 business hours served per month, and a 20% net promoter score increase.",2021-10-21,,,https://start.uipath.com/it-automation-reckitt.html,Webinar
UiPath,Why Automation and AI Will Define the Future World of Work,"As companies continue their digital transformation journeys, it’s clear that automation and artificial intelligence are now a competitive imperative. Companies can no longer ignore the gains intelligent automation solutions deliver. In this audio webcast you’ll learn how such solutions free up employees from repetitive tasks, making them available for more valuable work. Automation and AI tools also allow companies to harness the value of their own data for competitive advantage while automating the processing of it.",2021-10-15,,,https://start.uipath.com/Why-Automation-and-AI-Will-Define-the-Future-of-Work.html,Webinar
UiPath,Discover the AI-powered UiPath Business Automation Platform,See how the UiPath end-to-end automation platform provides a wide range of capabilities to support your enterprise in its digital transformation and innovation leadership.,2021-09-17,,,https://www.uipath.comresources/automation-webinars/uipath-platform-tour,Webinar
UiPath,Leverage Process Mining to Drive Action and Successful Automation: Everest Group and Capita,"Join Everest Group, Capita, and UiPath experts to hear about how process mining helps organizations streamline business processes and drive automation for higher efficiency.",2021-09-02,,,https://www.uipath.comresources/automation-webinars/process-mining-everest-group-capita,Webinar
UiPath,CIAC | Clinical Intelligent Automation Council,"CIAC was created to spark a healthcare transformation at its clinical core. Our goals are to increase the speed of positive patient outcomes while reducing costs and protecting revenue through the application of intelligent automation, ML & AI. Through this council, we hope to develop potential clinical automation solutions and gain industry support to build and deploy. The healthcare industry has made tremendous progress in its transformation in recent years largely due to the adoption of intelligent automation (AI/ML + robotic process automation). Healthcare providers and payers have realized millions of dollars in returns from reduced costs, increased revenue and cash flow, and quality improvements in several key areas such as RCM, finance, IT, HR, and supply chain. However, significant opportunities for the same types of transformation and returns still exist in the clinical/operations space. In this session you’ll hear directly from industry clinical and automation executives and experts regarding clinical intelligent automation ideas, advancements, and solutions in many of these and other areas:· Speeding Time to Treatment for High-Risk Patients · Avoiding HACs, Negative DI Trending, and Early Readmissions · Reducing Surgical Waste · Improving Patient Outcomes ModeratorsJason Warrelmann – Global Healthcare & Lifesciences Lead, UiPath Jeff Hatfield – VP Intelligent Healthcare Automation, Ashling Partners AudienceJoin leaders in the industry including CTOs, Transformation Officers, Chief Medical Officers, Chief Nursing Officers, Chief Patient Quality Officers, and many more during our virtual event.",2021-07-23,,,https://go.ashlingpartners.com/ciac-on-demand?utm_source=website&utm_medium=website&utm_campaign=CIAC+Webinar&utm_id=PW21CIAC,Webinar
UiPath,Quickly create robust automations for SAP SuccessFactors,This session is for RPA practitioners who want to leverage UiPath for SAP SuccessFactors. We will share typical HR use cases and how to create robust automation for SAP SuccessFactors using our native integration and SAP SuccessFactors Activity Pack,2021-07-01,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-quickly-create-robust-automations-for-sap-successfactors/,Webinar
UiPath,Automate with Salesforce and Across Other Platforms,"Learn how to synchronize data between Excel and Sales Cloud using the Salesforce activity pack and how to use the Salesforce Connector to automate case-close events in SFDC, triggering invoice creation automation in SAP and sending customer notifications.",2021-06-24,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-automate-with-salesforce-and-across-other-platforms/,Webinar
UiPath,Automating Finance & Accounting: From Quick Wins to End-to End Automation,Watch this panel discussion with UiPath customers Thomson Reuters and WeWork where we will explore what’s next as organizations move from automating the automatable to the fully automated enterprise.,2021-06-23,,,https://start.uipath.com/webinar-ata-series-3.html,Webinar
UiPath,How to Automate Mainframe and Other Legacy Systems with UiPath and ServiceNow,This session is for you if you are an RPA developer or ServiceNow application developer looking to learn how to leverage ServiceNow with UiPath’s automation platform to connect with mainframes and other legacy systems.,2021-06-10,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-how-to-automate-mainframe-and-other-legacy-systems-with-servicenow-and-uipath/,Webinar
UiPath,UiPath RPA Developer Best Practices,"An end-to-end solution is a sum of all parts: requirements gathering, solution design, solution development, implementation, support and reporting. UiPath exposes a variety of tools that may be used to efficiently navigate through an end-to-end solution. Each of these tools are coming with its own tips, tricks, and “best practice” standards.",2021-05-25,,,https://communityevents.uipath.com/events/details/uipath-johannesburg-presents-uipath-rpa-developer-best-practices/,Webinar
UiPath,Turn Tableau into an Automated Action Centre with Native UiPath Integrations,This session is for you if you are an RPA Developer / Business Analyst or Tableau Data Analyst looking to learn how to add UiPath RPA automation capabilities to Tableau.,2021-05-20,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-turn-tableau-into-an-automated-action-centre-with-native-uipath-integrations/,Webinar
UiPath,Think Before You Automate - Singapore,"RPA gives us amazing capabilities to automate how things get done. However, automating a broken or inefficient process will result in disappointment. We talk about intelligent automation, but should that also include that we apply some intelligence before we automate the process? What makes successful Solution Architects and RPA Developers stand out is their ability to not just automate, but also find ways to improve the process they are automating. In this event, you will learn ways to assess how good a process performs, and ways to make improvements.",2021-05-18,,,https://communityevents.uipath.com/events/details/uipath-singapore-presents-think-before-you-automate/,Webinar
UiPath,Think Before You Automate - Kuala Lumpur,"RPA gives us amazing capabilities to automate how things get done. However, automating a broken or inefficient process will result in disappointment. We talk about intelligent automation, but should that also include that we apply some intelligence before we automate the process? What makes successful Solution Architects and RPA Developers stand out is their ability to not just automate, but also find ways to improve the process they are automating. In this event, you will learn ways to assess how good a process performs, and ways to make improvements.",2021-05-18,,,https://communityevents.uipath.com/events/details/uipath-kuala-lumpur-presents-think-before-you-automate/,Webinar
UiPath,Think Before You Automate - Manila,"RPA gives us amazing capabilities to automate how things get done. However, automating a broken or inefficient process will result in disappointment. We talk about intelligent automation, but should that also include that we apply some intelligence before we automate the process? What makes successful Solution Architects and RPA Developers stand out is their ability to not just automate, but also find ways to improve the process they are automating. In this event, you will learn ways to assess how good a process performs, and ways to make improvements.",2021-05-18,,,https://communityevents.uipath.com/events/details/uipath-manila-presents-think-before-you-automate/,Webinar
UiPath,Auto-deploy UiPath on AWS and Automate Critical AWS Operations,This session is for RPA developers and IT DevOps Engineers who want to leverage the power of the AWS Cloud with UiPath’s Automation platform. We will show you how to deploy UiPath Orchestrator & Robots on AWS in minutes and utilize UiPath IT Automation to automate AWS cloud resources provisioning and management.,2021-05-13,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-auto-deploy-uipath-on-aws-and-automate-critical-aws-operations/,Webinar
UiPath,How to Detect Objects in Images & Videos using UiPath Robots,"In this virtual meetup, we introduce a real-world automation use case for object detection. Then, we explore and test the existing object detection solutions in UiPath: Amazon Rekognition, Google Vision and Microsoft Vision, and the built-in object detection skill from AI Center. The goal is to investigate both current capabilities and existing limitations. Finally, we look into Neurolabs' object detection technology in order to understand how it differs from the existing ones.",2021-04-28,,,https://communityevents.uipath.com/events/details/uipath-global-virtual-events-presents-how-to-detect-objects-in-images-videos-using-uipath-robots/,Webinar
UiPath,Automation for Good: Exploring the Societal Impact of Enterprise-Wide Automation,Watch this webinar and find out how to create a positive impact on society's wellbeing.,2021-03-31,,,https://start.uipath.com/webinar-enterprise-wide-automation.html,Webinar
UiPath,BTOES RPA & IA Live,"Join Brandon Nott, UiPath SVP Products, and our customers PwC and the United States Airforce as they explore how organizations in both the public and private sectors are using the momentum created in 2020 to redefine the workplace by unlocking human potential with automation in the post-pandemic world.",2021-03-02,,,https://start.uipath.com/webinar-BTOES-RPA-Intelligent-Automation-Live.html,Webinar
UiPath,Leveraging Automation to Transform Finance,Register for this webinar organised by Institute of Management Accountants (IMA) Europe and UiPath to gain insights into leveraging automation to transform finance.,2021-01-27,,,https://start.uipath.com/wbn-leverage-automation-to-transform-finance.html,Webinar
UiPath,Coffee Chat with NHS Shared Business Services,"Our ‘Coffee Chat’ series is an interactive webinar featuring UiPath customers and conducted in an interview format. Join UiPath and Mathieu Webster, Transformation Lead at NHS SBS, over a cup of coffee (or tea if you prefer) to discuss the challenges, opportunities and know-how of automation.",2021-01-26,,,https://start.uipath.com/webinar-coffee-chat-nhs-sbs.html,Webinar
UiPath,Maximize SAP Investments with UiPath Automation and Testing ,"In this webinar, explore how UiPath technology lets you deploy automation across your SAP and non-SAP systems while best-of-breed testing capabilities allow optimizing your critical end-to-end business processes.",2021-01-21,,,https://start.uipath.com/wbn-sap-test-automation.html,Webinar
UiPath,Improving Software Robots and Application Resilience,"After more than 20 years of automated testing, teams still struggle to keep up with schedules, application changes and test coverage. Register to see what unique capabilities the UiPath Test Suite provides to overcome the challenges, whether you are testing applications or automating business processes.",2020-12-14,,,https://start.uipath.com/test-automation-webinar-series-session-1-test-automation-techtalk.html,Webinar
UiPath,Improving Software Robots and Application Resilience,"After 20+ years of automated testing, teams still struggle to keep up with schedules, application changes and test coverage. Join this webinar to see what unique capabilities the UiPath Test Suite provides to overcome the challenges, whether you are testing applications or automating business processes.",2020-12-10,,,https://start.uipath.com/test-automation-webinar-series-session-1-test-automation-techtalk.html,Webinar
UiPath,How 'a Robot for Every Person' is Maximizing Returns From ERP Investments at EY,"Hear from Simon Constance, Partner at Ernst & Young (EMEIA) Services Limited, on how the company is empowering their professionals to work smarter with one of the largest attended automation deployments from UiPath in the world.",2020-12-08,,,https://www.uipath.comresources/automation-webinars/maximising-returns-erp-ey,Webinar
UiPath,Boosting Legal Innovation through Process Automation ,"In this joint webinar with the European Company Lawyers Association (ECLA), we will explain what RPA is, how UiPath Legal team created its first legal robots and how you can apply the same technology and approach to your own legal and compliance processes.",2020-12-03,,,https://start.uipath.com/wbn-boosting-legal-innovation-through-automation.html,Webinar
UiPath,Process Automation with Digital Transformation (Partner: SoftwareONE)+2:170,"In this informal fireside chat, moderated by UiPath, you will hear from executives from Bajaj Allianz, Eureka Forbes and Hitachi Sunway Information Systems.",2020-11-25,,,https://www.softwareone.com/en/webinars/2020/11/05/process-automation-with-digital-transformation,Webinar
UiPath,The Fully Automated Enterprise (Partner: SoftwareONE),"In this informal fireside chat, moderated by UiPath, you will hear from executives from Active Exhaust Corp, Electro Rent, and Corporate Momentum.",2020-11-25,,,https://www.softwareone.com/en/webinars/2020/11/06/the-fully-automated-enterprise,Webinar
UiPath,Coffee Chat with DHL,"In this Coffee Chat, Dr. Frank Schüler (Managing Director Global Services Centre) and Vini Kolathur (Center Head, Chennai & VDC (GSC)) from DHL Global Forwarding Freight give us deep insights into DHL's automation journey.",2020-09-24T00:00,,,https://start.uipath.com/webinar-EMEA-Coffee-Chat-with-DHL.html,Webinar
UiPath,Digital Event: UiPath's Customer Connect Series: Denver Area,This is an exclusive invitation for you to connect with peers in the RPA industry and get the answers to your burning questions straight from the experts,2019-01-01,,,https://www.uipath.comresources/automation-webinars/webinar-customer-connect-series-denver-area,Webinar
UiPath,RPA Security and Governance Considerations   Secure and Risk-proof your Automation Program  ,"In this session, we will share how to implement closed-loop controls that are sustainable and aligned to control principles from development to deployment",2019-01-01,,,https://www.uipath.comresources/automation-webinars/rpa-security-governance,Webinar
UiPath,HR & automation: More synchronous than ever,"Join Andrew Phillips, VP of ANZ UiPath, as he shares relevant and tangible examples of how software automation can ensure HR returns to focusing on people.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/hr-automation-synchronous,Webinar
UiPath,A Framework Overview for Your Automation Program   ,Watch the webinar to hear from UiPath Customer Success expert and our guest on a structured framework to guide the scaling effort and the benefits of a COE,2019-01-01,,,https://www.uipath.comresources/automation-webinars/framework-overview-scaling-automation-program,Webinar
UiPath, A/NZ Higher Education Forum ,Hear La Trobe University and the University of Wollongong on how they're using automation to deliver high-quality student services with reduced resources.,2019-01-01,,,https://www.uipath.comresources/automation-webinars/higher-education-australia-newzealand,Webinar
UiPath,UiPath x Greenlight On-demand Webinar: Modernizing Customer Experience with RPA,"Join Greenlight Consulting, UiPath, and Pfaff Auto for an engaging discussion on putting the customer first and the way a digital model can do so.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/amer-east-cxwithrpa,Webinar
UiPath,"Webinar: A Robot for Every Person: Stories from Users, Citizen Developers & CoE’s",Join this webinar to learn how the COVID-19 pandemic has changed the way companies operate and how companies see automation in the context of risk mitigation and strategic investment as part of their recovery process.,2019-01-01,,,https://www.uipath.comresources/automation-webinars/robot-for-every-person-national,Webinar
UiPath,In 3 Simple Steps from Automation  Idea to Robot,Join our webinar series across three 30-minute sessions as we take you from idea to robot in three easy steps.,2019-01-01,,,https://www.uipath.comresources/automation-webinars/in-three-ways-from-idea-to-robots,Webinar
UiPath,Webinar:  How to build a business case for RPA using Automation Hub,"The best ideas can come from anywhere in a business. And this also holds true for automation ideas. So why not learn how to build your own automation for the day-to-day, tedious and repetitive tasks? Not a developer? No problem!",2019-01-01,,,https://www.uipath.comresources/automation-webinars/business-case-rpa-automation-hub,Webinar
UiPath,Webinar: Forrester Research Featured on the Impact of the Current Global Crisis and Automation ,"Join us for a week of practical content and approaches to help you scale your organization’s automation program. Get an overview of the scaling framework on Day 1, followed by deep dives into specific topics for the rest of the week.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/forrester-research-impact-crisis-automation,Webinar
UiPath,Webinar: UiPath Process Mining: Understanding the Value of Scientific Process Analysis,"Join us on this webinar to learn more ""a robot for every person"" - our vision for the modern workplace in which companies enable employees to use, create, and benefit from automation.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/explore-customers-process-mining,Webinar
UiPath,Webinar: Automation at Light Speed,"Uncover best practices around topics such as task mining, scaling through citizen-led models, & other considerations around governance, risk & operations.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/automation-at-light-speed,Webinar
UiPath,On-Demand Webinar: Join the Tour on the UiPath Enterprise RPA Platform,"In this session, we will provide a full visual tour of UiPath Studio, Automation Hub, Process Mining and AI Fabric",2019-01-01,,,https://www.uipath.comresources/automation-webinars/full-rpa-virtual-tour,Webinar
UiPath,Work Ahead Webinar Series Best Practices for Building and Managing Your Automation Pipeline,This webinar discusses how UiPath is using the UiPath Automation Hub to organically uncover automation opportunities. Watch the webinar here.,2019-01-01,,,https://www.uipath.comresources/automation-webinars/work-ahead-series-automation-pipeline,Webinar
UiPath,Webinar: How Banks are Delivering Lightning Fast SBA Loan Approvals at Scale with Automation,"Join the webinar to explore how RPA and AI can transform the way companies do business, create new opportunities for growth, collaboration, and increased productivity.",2019-01-01,,,https://www.uipath.comresources/automation-webinars/fast-sba-loan-approvals-automation,Webinar
UiPath,UiPath Insights Webinar: Measure the Impact of Your Automation Strategy,"Join us on November 14th 2019, for a discussion on UiPath Insights that provides powerful, embedded analytics. Register today!",2019-01-01,,,https://www.uipath.comresources/automation-webinars/uipath-insights-measure-automation-strategy,Webinar
